customer_id,gender,senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,signup_date,churn,internal_flag
20057,Female,No,Yes,Yes,47,Yes,No,Dsl,N,Yes,No,No internet service,No,Yes,Month-to-month,Yes,Bank transfer,,7083.28,10/22/2021,No,A
12687,Male,0,No,No,29,Yes,No phone service,Fiber optic,No,No internet service,Yes,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,47.79,6438.77,3/17/2021,No,A
13132,Male,0,No,Yes,50,No,No phone service,fiber,No internet service,No,No internet service,Yes,N,No,Month-to-month,Yes,Bank transfer,98.56,7446.62,5/14/2022,No,A
5044,Female,0,Yes,No,20,Yes,No,fiber,Yes,No,No internet service,Yes,Y,No,Month to month,No,Electronic check,117,4700.61,11/16/2021,No,A
12903,Female,0,Yes,No,41,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No,Yes,No internet service,Month-to-month,Yes,E-check,64.27,1327.55,8/3/2021,No,A
16356,Female,0,No,No,24,No,Yes,Fiber optic,N,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,65.26,903.2,7/12/2023,No,A
17235,Female,0,Yes,Yes,20,Y,No,Dsl,Y,No,Yes,No,No,No,Two year,Yes,Electronic check,46.89,2747.02,3/28/2020,No,A
19273,Female,0,No,No,34,Yes,Yes,Dsl,No internet service,No internet service,No,No internet service,Yes,No internet service,Month-to-month,No,E-check,71.82,159.6,11/28/2024,No,A
12051,Male,0,Yes,Yes,63,Yes,No phone service,Fiber optic,Yes,No,No,Yes,Y,Yes,Two year,Yes,Electronic check,25.25,7559.64,6/28/2024,No,B
14116,Female,0,Yes,No,11,No,Yes,No,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer,651.9654673456275,653.37,7/12/2024,No,A
6305,Female,1,Yes,No,60,Yes,No,Fiber optic,N,No,Yes,No,N,Yes,Month-to-month,No,Electronic check,,2172.1,7/14/2024,No,A
13659,Female,0,Yes,No,27,Yes,No,No,No,Y,No,No internet service,No,No internet service,One year,Yes,Bank transfer,116.36,6230.15,11/17/2024,No,A
14579,female,0,No,No,23,Yes,Yes,No,Yes,Yes,Yes,No internet service,No,Yes,One year,Yes,Bank transfer,56.73,4744.26,4/11/2021,No,B
11480,Male,0,Yes,No,40,No,N,DSL,Yes,No,No,Yes,Yes,N,Month-to-month,No,Credit card,53.47,"6,412",1/28/2023,No,A
17032,Male,0,Yes,No,56,Yes,Y,DSL,No,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Credit card,23.02,1438.21,4/9/2022,No,A
1857,Male,0,No,No,26,Y,Yes,Fiber optic,No,Y,No,No internet service,Yes,No,Two year,No,Bank transfer,26.86,3959.5,3/25/2023,No,A
7062,Male,0,No,Yes,15,Yes,Yes,No,Y,No,No internet service,N,No,Yes,Month-to-month,Yes,Mailed check,93.58,1059.42,8/2/2020,No,A
13224,Female,0,No,No,71,Yes,Yes,No,No,Yes,No internet service,No,No internet service,No internet service,Month-to-month,Yes,e-check,29.44,5423.96,8/17/2022,No,A
16615,F,No,No,No,32,Yes,No,fiber,Yes,No,No internet service,Y,Yes,Yes,Month to month,No,Mailed check,,3201.16,9/8/2023,No,A
7897,M,0,Y,N,37,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No,Yes,Yes,One year,N,Electronic check,41.51,4882.2,11/10/2021,No,A
13141,Female,0,Yes,Yes,53,Yes,Yes,DSL,No,No,Yes,Y,Yes,No,Month-to-month,Yes,Credit card,$22.28 ,7732.01,8/23/2022,No,A
13799,Female,1,No,No,8,N,Y,DSL,Yes,No internet service,Yes,No,Yes,Yes,Month to month,No,Mailed check,$74.75 ,2111.26,10/17/2021,No,A
16747,Female,0,No,Yes,30,Yes,N,Fiber optic,Yes,N,Yes,No internet service,No,No internet service,One year,Yes,Electronic check,,2212.03,2/13/2020,No,A
4617,Female,0,No,Yes,54,Yes,Yes,Fiber optic,No,Yes,Yes,No,N,No internet service,Two Year,Yes,e-check,39.56,1101.71,8/6/2022,No,A
11530,Male,0,No,No,58,Yes,No,DSL,Yes,Yes,No internet service,No internet service,No,Yes,Month to month,Yes,Credit card,,7862.65,3/12/2020,No,A
14990,Male,1,Yes,No,23,Yes,Yes,Fiber optic,No,No,Yes,No internet service,No,Yes,Month-to-month,Yes,Credit card,36.98,4838.19,5/30/2021,Yes,A
12694,male,0,Yes,No,6,Yes,No phone service,Fiber optic,No,No,No,Yes,No internet service,No,Month-to-month,Yes,Credit card,84.43,3659.72,1/4/2021,No,A
7046,Female,0,Yes,Yes,55,Yes,No phone service,Fiber optic,No internet service,No,No,No internet service,Yes,No,One year,No,Bank transfer,36.57,6159.51,11/5/2023,No,A
18306,Male,0,Yes,No,46,No,Yes,Fiber optic,No,Yes,Yes,Yes,No internet service,Yes,Month-to-month,N,Mailed check,79.18,5860.86,10/22/2023,No,A
17115,M,0,N,No,14,Yes,Yes,Fiber optic,Yes,Yes,Yes,No internet service,No internet service,Yes,Two Year,Yes,Credit card,119.5,172.05,3/17/2020,No,A
17521,Male,No,Yes,No,37,Yes,No,DSL,Y,No,No,No,No,No,Two year,Yes,Electronic check,75.4,4141.42,1/16/2020,No,A
8536,Female,0,No,No,43,Yes,Yes,DSL,No,No,No,No internet service,Yes,Yes,Month-to-month,Yes,Credit card,48.95,519.95,11/27/2022,Yes,A
7106,Male,0,Yes,No,40,Yes,Yes,DSL,No,No internet service,Yes,No,No,Yes,Month to month,Yes,Electronic check,80.9,1764.93,6/2/2020,No,A
13405,female,0,Yes,No,26,Yes,Yes,DSL,No,Y,No,Yes,No,No,Month to month,No,Electronic check,,357.79,2/4/2022,No,A
4003,Male,0,Yes,No,48,Yes,No phone service,DSL,No,No,Y,No internet service,Yes,No,Month-to-month,N,Bank transfer,84.7,6026.36,3/31/2022,No,A
4430,Female,0,Yes,No,1,Yes,Yes,DSL,No internet service,Yes,Yes,No internet service,Yes,Yes,Two year,No,Mailed check,116.76,729.85,7/1/2022,No,A
14190,female,0,No,Yes,65,Yes,Yes,No,No,No,No,Yes,No,No internet service,Month-to-month,No,Electronic check,37.95,1834.39,6/16/2024,No,A
9716,M,0,Y,No,2,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month to month,Y,Bank transfer,20.82,481.51,5/1/2023,No,A
19493,Female,1,No,Y,16,Y,Yes,DSL,Yes,Yes,Y,N,No,Y,Two year,Yes,Mailed check,26.27,6361.31,6/17/2022,No,A
7557,Male,No,Yes,Yes,60,Yes,Yes,Fiber optic,Yes,No,No internet service,N,No internet service,No,Month-to-month,Yes,Electronic check,48.42,3808.39,12/14/2023,Yes,A
11827,Male,0,No,No,60,Yes,No,DSL,No,Yes,No,Y,Yes,No,Month to month,No,e-check,37.77,1014.6,3/28/2024,Yes,A
17119,Male,0,No,No,3,Yes,Yes,No,No,No,No,N,Yes,No,One year,Yes,Mailed check,93.89,6083.75,10/29/2023,No,A
10653,Male,0,No,No,55,Yes,No,DSL,No,No,No,No,Yes,No internet service,Month-to-month,Yes,Electronic check,95.24,"7,069",9/15/2023,No,B
15152,F,0,Yes,Y,57,Yes,No,No,N,Yes,No internet service,No,No,Y,Month-to-month,Yes,Electronic check,49.29,5686.37,11/15/2020,No,A
16328,Male,No,No,Y,39,Yes,Yes,No,Yes,Yes,Y,No internet service,No internet service,No,Two Year,Yes,Electronic check,30.06,2070.05,2/2/2024,No,A
15371,F,0,Yes,No,52,N,No phone service,DSL,N,Yes,Yes,No,No,No,Two year,Yes,Electronic check,70.81,7436.46,9/20/2022,No,A
16829,Male,0,Yes,No,32,Yes,N,Fiber optic,Yes,No,Yes,No internet service,No internet service,No,Month-to-month,Y,Credit card,115.93,2480.27,10/29/2020,No,A
5392,Female,1,Yes,Yes,20,Yes,No,Fiber optic,Y,No internet service,No,No,Y,No,Month-to-month,Y,Electronic check,103.01,2146.02,3/23/2021,No,A
6129,Male,0,No,No,19,N,Yes,Fiber optic,No internet service,No internet service,No,No,No internet service,Y,One year,No,Electronic check,78.02,2883.34,10/8/2020,No,A
15882,Male,Yes,No,No,9,Yes,No,DSL,N,No,Yes,No,No,Yes,Two year,Yes,Bank transfer,71.17,3765.53,1/14/2022,No,A
12267,Female,0,Yes,No,4,No,Yes,No,No,No,No,No,Yes,No internet service,Month-to-month,No,e-check,119.2,6147.01,8/31/2021,No,A
3113,Male,0,No,No,45,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,N,Month-to-month,Yes,Bank transfer,74.69,2611.25,4/16/2021,No,A
19847,Female,0,No,No,14,Yes,No,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Mailed check,38.01,2212.64,11/17/2020,No,A
13103,female,0,Yes,Yes,47,Yes,Yes,Fiber optic,Y,Yes,Yes,No,Yes,N,Month-to-month,Yes,Bank transfer,57.44,2689.69,10/3/2020,No,A
4657,Male,0,Yes,No,70,Yes,No,DSL,Yes,Yes,No,No internet service,Y,No,Month to month,Yes,Electronic check,43.97,,9/8/2022,Yes,A
1696,Female,0,Yes,No,35,Yes,Yes,DSL,Yes,N,No,No internet service,Y,Yes,One Year,No,Electronic check,60.27,116.07,9/8/2021,No,A
4051,Male,1,Yes,No,16,Yes,No,DSL,No,No internet service,No,No internet service,Yes,Yes,Two Year,No,E-check,98.11,3267.39,10/13/2020,No,A
2600,F,1,No,No,33,Yes,No,Dsl,No internet service,No,No,Y,Yes,No,One year,Yes,Credit card,,7598.64,7/24/2022,No,A
2183,Female,0,No,No,67,No,Y,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month to month,No,E-check,55.74,1632.74,11/6/2020,No,A
9104,Male,1,No,Yes,14,Yes,No phone service,No,No,No,No,Y,Yes,Yes,Month-to-month,Yes,Credit card,104.11,1371.65,10/22/2021,No,A
8008,Male,1,Yes,Yes,68,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month to month,Yes,e-check,118.9,766.31,3/22/2020,No,A
7724,Female,0,No,No,9,Yes,No phone service,DSL,No internet service,Yes,Y,Y,Yes,No internet service,One year,Yes,Credit card,90.19,7365.03,5/30/2020,No,A
9249,male,0,Y,Yes,67,Yes,Yes,Fiber optic,Y,No internet service,No internet service,No,No,Yes,Month-to-month,No,Electronic check,40,6055.29,5/5/2023,No,A
2115,Female,0,Yes,Y,52,Yes,Yes,DSL,No,No internet service,Yes,Yes,Yes,No internet service,Month-to-month,No,Electronic check,$22.89 ,2382.33,9/4/2020,No,A
13650,male,0,Yes,Yes,56,Yes,No phone service,Fiber optic,No,Yes,No,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,,5881.22,1/9/2021,No,A
3066,Female,0,No,Y,50,Yes,N,DSL,No,No,Y,No,Yes,No,Month to month,Yes,Bank transfer,113.5,2174.03,9/17/2023,No,A
8730,Female,0,Yes,No,50,Yes,Y,No,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,92.76,4536.12,2/23/2020,No,B
